index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
2363,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module One - Introduction","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/354-thumb06_tel_reg_module1.tmb-h300.jpg?Culture=en&sfvrsn=cfec1f0_1",263,"api","regulation"
2364,"A Case Study of the Intermodal Issues Facing the Puget Sound Region and the Port of Seattle, December 2006","Reports","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/a-case-study-of-the-intermodal-issues-facing-the-puget-sound-region-and-the-port-of-seattle-december","a-case-study-of-the-intermodal-issues-facing-the-puget-sound-region-and-the-port-of-seattle-december","https://www.apec.org/images/default-source/publication/2006/12/a-case-study-of-the-intermodal-issues-facing-the-puget-sound-region-and-the-port-of-seattle-december/367-thumb07_tpt_seattle_puget_sound.tmb-h300.jpg?Culture=en&sfvrsn=45b646a4_1",263,"api",""
2365,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module Six - Arbitration","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-6","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-6","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/359-thumb06_tel_reg_module6.tmb-h300.jpg?Culture=en&sfvrsn=6e3912a9_1",263,"api","regulation"
2366,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module Four - Investigation","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-4","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-4","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/357-thumb06_tel_reg_module4.tmb-h300.jpg?Culture=en&sfvrsn=76cbbeb4_1",263,"api","regulation"
2367,"APEC Energy Statistical Analysis Tool (CD-Rom) 2006","Multimedia","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-energy-statistical-analysis-tool-cdrom-2006","apec-energy-statistical-analysis-tool-cdrom-2006","https://www.apec.org/images/default-source/publication/2006/12/apec-energy-statistical-analysis-tool-cdrom-2006/811-06_ewg_analysistool.tmb-h300.jpg?Culture=en&sfvrsn=6d771a0f_1",263,"api","energy"
2368,"6th Conference on Standards and Conformance, September 2006 (December 2006)","Proceedings","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/6th-conference-on-standards-and-conformance-september-2006-december-2006","6th-conference-on-standards-and-conformance-september-2006-december-2006","https://www.apec.org/images/default-source/publication/2006/12/6th-conference-on-standards-and-conformance-september-2006-december-2006/297-thumb06_scsc_6thsc_conf.tmb-h300.jpg?Culture=en&sfvrsn=4297583f_1",264,"api","regulation"
2369,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module Seven - Enforcement","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-7","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-7","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/360-thumb06_tel_reg_module7.tmb-h300.jpg?Culture=en&sfvrsn=6f39ac04_1",264,"api","regulation"
2370,"Research on Innovation Promoting Policy for Small and Medium Enterprises (SMEs) in APEC: Survey and Case Studies, 2006","Reports","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/research-on-innovation-promoting-policy-for-small-and-medium-enterprises-smes-in-apec-survey-and-cas","research-on-innovation-promoting-policy-for-small-and-medium-enterprises-smes-in-apec-survey-and-cas","https://www.apec.org/images/default-source/publication/2006/12/research-on-innovation-promoting-policy-for-small-and-medium-enterprises-smes-in-apec-survey-and-cas/349-bookcover0001.tmb-h300.jpg?Culture=en&sfvrsn=45fa549a_1",264,"api","smes"
2371,"Computer Emergency Response Team Awareness Raising and Capacity Building Final Report, December 2006","Reports","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/computer-emergency-response-team-awareness-raising-and-capacity-building-final-report-december-2006","computer-emergency-response-team-awareness-raising-and-capacity-building-final-report-december-2006","https://www.apec.org/images/default-source/publication/2006/12/computer-emergency-response-team-awareness-raising-and-capacity-building-final-report-december-2006/361-thumb06_tel_cert.tmb-h300.jpg?Culture=en&sfvrsn=d436b309_1",264,"api",""
2372,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module Two - The Independent Regulator & Public Communications","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-2","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-2","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/355-thumb06_tel_reg_module2.tmb-h300.jpg?Culture=en&sfvrsn=9b0fc960_1",264,"api","regulation"
2373,"APEC Seminar on Globally Harmonized System (GHS) Implementation and Technical Assistance","Proceedings","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-seminar-on-globally-harmonized-system-ghs-implementation-and-technical-assistance","apec-seminar-on-globally-harmonized-system-ghs-implementation-and-technical-assistance","https://www.apec.org/images/default-source/publication/2006/12/apec-seminar-on-globally-harmonized-system-ghs-implementation-and-technical-assistance/296-thumb06_cti_ghs.tmb-h300.jpg?Culture=en&sfvrsn=3568e304_1",264,"api",""
2374,"4th Conference on Good Regulatory Practice, September 2006 (December 2006)","Proceedings","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/4th-conference-on-good-regulatory-practice-september-2006-december-2006","4th-conference-on-good-regulatory-practice-september-2006-december-2006","https://www.apec.org/images/default-source/publication/2006/12/4th-conference-on-good-regulatory-practice-september-2006-december-2006/298-thumb06_scsc_grpconference.tmb-h300.jpg?Culture=en&sfvrsn=8748cbe0_1",264,"api","regulation"
2375,"APEC Workshop on World Trade Organisation (WTO) Rules Negotiation on Trade in Services","Proceedings","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-workshop-on-world-trade-organisation-wto-rules-negotiation-on-trade-in-services","apec-workshop-on-world-trade-organisation-wto-rules-negotiation-on-trade-in-services","https://www.apec.org/images/default-source/publication/2006/12/apec-workshop-on-world-trade-organisation-wto-rules-negotiation-on-trade-in-services/295-thumb06_cti_wto_trade_svcs.tmb-h300.jpg?Culture=en&sfvrsn=d78b706d_1",264,"api","trade"
2376,"APEC Energy Handbook 2004","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-energy-handbook-2004","apec-energy-handbook-2004","https://www.apec.org/images/default-source/publication/2006/12/apec-energy-handbook-2004/319-thumb06_ewg_hdbook2004.tmb-h300.jpg?Culture=en&sfvrsn=5ebc222c_1",264,"api","energy"
2377,"APEC Telecommunications and Information Working Group (APECTEL) Regulatory Training Program: Program Resources Module Five - Dispute Resolution","Manuals","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-5","apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-5","https://www.apec.org/images/default-source/publication/2006/12/apec-telecommunications-and-information-working-group-apectel-regulatory-training-program-program-re/358-thumb06_tel_reg_module5.tmb-h300.jpg?Culture=en&sfvrsn=78886cbc_1",265,"api","regulation"
2378,"2006 APEC Senior Officials' Report on Economic and Technical Cooperation","Reports","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/2006-apec-senior-officials-report-on-economic-and-technical-cooperation","2006-apec-senior-officials-report-on-economic-and-technical-cooperation","https://www.apec.org/images/default-source/publication/2006/12/2006-apec-senior-officials-report-on-economic-and-technical-cooperation/324-thumb06_sce_rpt.tmb-h300.jpg?Culture=en&sfvrsn=ec9bf903_1",265,"api",""
2379,"Singapore's Report on the APEC Symposium on Total Supply Chain Security, July 2006","Proceedings","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/singapores-report-on-the-apec-symposium-on-total-supply-chain-security-july-2006","singapores-report-on-the-apec-symposium-on-total-supply-chain-security-july-2006","https://www.apec.org/images/default-source/publication/2006/12/singapores-report-on-the-apec-symposium-on-total-supply-chain-security-july-2006/372-thumb06_cttf_supplychainsymp.tmb-h300.jpg?Culture=en&sfvrsn=f0a9104d_1",265,"api","trade"
2380,"APEC at a Glance, December 2006","Brochures","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-at-a-glance-december-2006","apec-at-a-glance-december-2006","https://www.apec.org/images/default-source/publication/2006/12/apec-at-a-glance-december-2006/276-thumb06_sec_apec_glance.tmb-h300.jpg?Culture=en&sfvrsn=7db4ebe9_1",265,"api",""
2381,"APEC Energy Statistics 2004","Reports","December 2006",2006,12,"December","2006-12","https://www.apec.org/publications/2006/12/apec-energy-statistics-2004","apec-energy-statistics-2004","https://www.apec.org/images/default-source/publication/2006/12/apec-energy-statistics-2004/318-thumb06_ewg_statistics2004.tmb-h300.jpg?Culture=en&sfvrsn=e14e1a1e_1",265,"api","energy"
2382,"2006 Report of the Executive Director of the APEC Secretariat to the 18th APEC Ministerial Meeting","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/2006-report-of-the-executive-director-of-the-apec-secretariat-to-the-18th-apec-ministerial-meeting","2006-report-of-the-executive-director-of-the-apec-secretariat-to-the-18th-apec-ministerial-meeting","https://www.apec.org/images/default-source/publication/2006/11/2006-report-of-the-executive-director-of-the-apec-secretariat-to-the-18th-apec-ministerial-meeting/280-thumb06_sec_edrpt_to_amm.tmb-h300.jpg?Culture=en&sfvrsn=b26ef190_1",265,"api",""
2383,"2006 Socio-Economic Disparity in the APEC Region","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/2006-socio-economic-disparity-in-the-apec-region","2006-socio-economic-disparity-in-the-apec-region","https://www.apec.org/images/default-source/publication/2006/11/2006-socio-economic-disparity-in-the-apec-region/317-thumb06_ec_socio.tmb-h300.jpg?Culture=en&sfvrsn=729066d8_1",265,"api",""
2384,"2006 APEC Economic Policy Report","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/2006-apec-economic-policy-report","2006-apec-economic-policy-report","https://www.apec.org/images/default-source/publication/2006/11/2006-apec-economic-policy-report/315-thumb06_ec_aep.tmb-h300.jpg?Culture=en&sfvrsn=fa8059d2_1",265,"api",""
2385,"Enhancing Investment Liberalisation and Facilitation in the Asia-Pacific Region (Stage 1): Reducing Barriers to Investment across APEC to Lift Growth and Lower Poverty, November 2006","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/enhancing-investment-liberalisation-and-facilitation-in-the-asiapacific-region-stage-1-reducing-barr","enhancing-investment-liberalisation-and-facilitation-in-the-asiapacific-region-stage-1-reducing-barr","https://www.apec.org/images/default-source/publication/2006/11/enhancing-investment-liberalisation-and-facilitation-in-the-asiapacific-region-stage-1-reducing-barr/301-thumb06_ieg_investment_rpt.tmb-h300.jpg?Culture=en&sfvrsn=25f15912_1",265,"api","finance"
2386,"Evaluation of Access to Domestic and International Leased Lines in the APEC Region, November 2006","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/evaluation-of-access-to-domestic-and-international-leased-lines-in-the-apec-region-november-2006","evaluation-of-access-to-domestic-and-international-leased-lines-in-the-apec-region-november-2006","https://www.apec.org/images/default-source/publication/2006/11/evaluation-of-access-to-domestic-and-international-leased-lines-in-the-apec-region-november-2006/364-thumb06_tel_leased_linesrpt.tmb-h300.jpg?Culture=en&sfvrsn=cfe7494a_1",266,"api",""
2387,"Driving Forward a Prosperous and Harmonized APEC Community, 2006","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/driving-forward-a-prosperous-and-harmonized-apec-community-2006","driving-forward-a-prosperous-and-harmonized-apec-community-2006","https://www.apec.org/images/default-source/publication/2006/11/driving-forward-a-prosperous-and-harmonized-apec-community-2006/275-thumb06_abac_ldrsrpt.tmb-h300.jpg?Culture=en&sfvrsn=e48fe2ea_1",266,"api",""
2388,"2006 Committee on Trade and Investment (CTI) Report to Ministers","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/2006-committee-on-trade-and-investment-cti-report-to-ministers","2006-committee-on-trade-and-investment-cti-report-to-ministers","https://www.apec.org/images/default-source/publication/2006/11/2006-committee-on-trade-and-investment-cti-report-to-ministers/299-thumb06_cti_report.tmb-h300.jpg?Culture=en&sfvrsn=fea1ac3a_1",266,"api","trade|finance"
2389,"Workshop on Global Status and Regulations of Emerging Agricutltural Biotechnologies and Opportunities for Technical Cooperation, November 2006","Proceedings","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/workshop-on-global-status-and-regulations-of-emerging-agricutltural-biotechnologies-and-opportunitie","workshop-on-global-status-and-regulations-of-emerging-agricutltural-biotechnologies-and-opportunitie","https://www.apec.org/images/default-source/publication/2006/11/workshop-on-global-status-and-regulations-of-emerging-agricutltural-biotechnologies-and-opportunitie/896-thumb06_atc_emergingbiotech.tmb-h300.jpg?Culture=en&sfvrsn=7088e399_1",266,"api","regulation"
2390,"Tourism Occupational Skill Standard Development in the APEC Region, Stage IV, November 2006","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/tourism-occupational-skill-standard-development-in-the-apec-region-stage-iv-november-2006","tourism-occupational-skill-standard-development-in-the-apec-region-stage-iv-november-2006","https://www.apec.org/images/default-source/publication/2006/11/tourism-occupational-skill-standard-development-in-the-apec-region-stage-iv-november-2006/637-thumb06_twg_toss_book1.tmb-h300.jpg?Culture=en&sfvrsn=40f6cbd1_1",266,"api",""
2391,"Workshop on Effective Strategies for Intellectual Property Rights (IPR) Public Education-Proceedings","Proceedings","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/workshop-on-effective-strategies-for-intellectual-property-rights-ipr-public-educationproceedings","workshop-on-effective-strategies-for-intellectual-property-rights-ipr-public-educationproceedings","https://www.apec.org/images/default-source/publication/2006/11/workshop-on-effective-strategies-for-intellectual-property-rights-ipr-public-educationproceedings/314-thumb06_ipeg_ipr_workshop.tmb-h300.jpg?Culture=en&sfvrsn=758b5096_1",266,"api",""
2392,"APEC Symposium on Socio-Economic Disparity-Proceedings","Proceedings","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/apec-symposium-on-socio-economic-disparity-proceedings","apec-symposium-on-socio-economic-disparity-proceedings","https://www.apec.org/images/default-source/publication/2006/11/apec-symposium-on-socio-economic-disparity-proceedings/316-thumb06_ec_disparity_symp.tmb-h300.jpg?Culture=en&sfvrsn=568bc407_1",266,"api",""
2393,"2006 APEC Perspectives, November 2006","Brochures","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/2006-apec-perspectives-november-2006","2006-apec-perspectives-november-2006","https://www.apec.org/images/default-source/publication/2006/11/2006-apec-perspectives-november-2006/278-thumb06_apec_perspectives.tmb-h300.jpg?Culture=en&sfvrsn=848c43d_1",266,"api",""
2394,"APEC Review on Counter-Terrorism, 2001-2006 (November 2006)","Reports","November 2006",2006,11,"November","2006-11","https://www.apec.org/publications/2006/11/apec-review-on-counterterrorism-20012006-november-2006","apec-review-on-counterterrorism-20012006-november-2006","https://www.apec.org/images/default-source/publication/2006/11/apec-review-on-counterterrorism-20012006-november-2006/369-thumb06_ct_review.tmb-h300.jpg?Culture=en&sfvrsn=fbc66ec2_1",266,"api",""
2395,"Report on APEC Regional Food Safety Study, 2006","Reports","October 2006",2006,10,"October","2006-10","https://www.apec.org/publications/2006/10/report-on-apec-regional-food-safety-study-2006","report-on-apec-regional-food-safety-study-2006","https://www.apec.org/images/default-source/publication/2006/10/report-on-apec-regional-food-safety-study-2006/282-thumb06_atc_regional_food_safety.tmb-h300.jpg?Culture=en&sfvrsn=22d3280f_1",267,"api","agriculture"
2396,"3rd APEC Workshop on \"Modern Approaches to Linking Exposure to Toxic Compounds and Biological Effects\", Proceedings, October 2006","Proceedings","October 2006",2006,10,"October","2006-10","https://www.apec.org/publications/2006/10/3rd-apec-workshop-on-modern-approaches-to-linking-exposure-to-toxic-compounds-and-biological-effects","3rd-apec-workshop-on-modern-approaches-to-linking-exposure-to-toxic-compounds-and-biological-effects","https://www.apec.org/images/default-source/publication/2006/10/3rd-apec-workshop-on-modern-approaches-to-linking-exposure-to-toxic-compounds-and-biological-effects/332-thumb06_mrc_toxiccopounds.tmb-h300.jpg?Culture=en&sfvrsn=254029b9_1",267,"api",""
2397,"Final Report on APEC Seminar on Transparency in Procurement and E-Procurement, October 2006","Proceedings","October 2006",2006,10,"October","2006-10","https://www.apec.org/publications/2006/10/final-report-on-apec-seminar-on-transparency-in-procurement-and-eprocurement-october-2006","final-report-on-apec-seminar-on-transparency-in-procurement-and-eprocurement-october-2006","https://www.apec.org/images/default-source/publication/2006/10/final-report-on-apec-seminar-on-transparency-in-procurement-and-eprocurement-october-2006/302-thumb06_cti_gpeg_transparency.tmb-h300.jpg?Culture=en&sfvrsn=66e786c5_1",267,"api",""
2398,"Small and Micro Enterprise Financing: A Tool for Mainstreaming the Informal Sector?, October 2006","Reports","October 2006",2006,10,"October","2006-10","https://www.apec.org/publications/2006/10/small-and-micro-enterprise-financing-a-tool-for-mainstreaming-the-informal-sector-october-2006","small-and-micro-enterprise-financing-a-tool-for-mainstreaming-the-informal-sector-october-2006","https://www.apec.org/images/default-source/publication/2006/10/small-and-micro-enterprise-financing-a-tool-for-mainstreaming-the-informal-sector-october-2006/350-thumb06_sme_financing.tmb-h300.jpg?Culture=en&sfvrsn=983b4777_1",267,"api","smes|finance"
2399,"APEC Customs-Business Partnership Programmes, September 2006","Manuals","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/apec-customsbusiness-partnership-programmes-september-2006","apec-customsbusiness-partnership-programmes-september-2006","https://www.apec.org/images/default-source/publication/2006/9/apec-customsbusiness-partnership-programmes-september-2006/639-thumb06_sccp_cbp2006.tmb-h300.jpg?Culture=en&sfvrsn=ae6e74a1_1",267,"api","trade"
2400,"Seminar on Sharing Experiences in Managing Fishing Capacity, September 2006","Proceedings","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/seminar-on-sharing-experiences-in-managing-fishing-capacity-september-2006","seminar-on-sharing-experiences-in-managing-fishing-capacity-september-2006","https://www.apec.org/images/default-source/publication/2006/9/seminar-on-sharing-experiences-in-managing-fishing-capacity-september-2006/327-thumb08_fwg_manging_fishcapacity.tmb-h300.jpg?Culture=en&sfvrsn=e28390be_1",267,"api","health"
2401,"Sub-Committee on Customs Procedure (SCCP) Blueprint: Towards a Dynamic Community for Sustainable Development and Prosperity, September 2006","Reports","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/subcommittee-on-customs-procedure-sccp-blueprint-towards-a-dynamic-community-for-sustainable-develop","subcommittee-on-customs-procedure-sccp-blueprint-towards-a-dynamic-community-for-sustainable-develop","https://www.apec.org/images/default-source/publication/2006/9/subcommittee-on-customs-procedure-sccp-blueprint-towards-a-dynamic-community-for-sustainable-develop/312-thumb06_cti_sccpblueprint_2006.tmb-h300.jpg?Culture=en&sfvrsn=597eb492_1",267,"api","trade|sustainability"
2402,"Seminar on Support for Local and Cottage Industries, September 2006 APEC \"One Village One Product\" Seminar","Proceedings","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/seminar-on-support-for-local-and-cottage-industries-september-2006-apec-one-village-one-product-semi","seminar-on-support-for-local-and-cottage-industries-september-2006-apec-one-village-one-product-semi","https://www.apec.org/images/default-source/publication/2006/9/seminar-on-support-for-local-and-cottage-industries-september-2006-apec-one-village-one-product-semi/346-thumb06_sme_localcottage.tmb-h300.jpg?Culture=en&sfvrsn=c8c5052b_1",267,"api",""
2403,"Cleaner Production and Sustainable Technology Case Studies from APEC Economies, September 2006","Reports","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/cleaner-production-and-sustainable-technology-case-studies-from-apec-economies-september-2006","cleaner-production-and-sustainable-technology-case-studies-from-apec-economies-september-2006","https://www.apec.org/images/default-source/publication/2006/9/cleaner-production-and-sustainable-technology-case-studies-from-apec-economies-september-2006/331-thumb06_ist_cp_case_studies.tmb-h300.jpg?Culture=en&sfvrsn=dee669bc_1",267,"api","digital|sustainability"
2404,"Intellectual Property Rights Enforcement Strategies Report, September 2006","Reports","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/intellectual-property-rights-enforcement-strategies-report-september-2006","intellectual-property-rights-enforcement-strategies-report-september-2006","https://www.apec.org/images/default-source/publication/2006/9/intellectual-property-rights-enforcement-strategies-report-september-2006/307-thumb06_sccp_ipr_strategies_inventory.tmb-h300.jpg?Culture=en&sfvrsn=37f08567_1",268,"api",""
2405,"Trade Facilitation (Shanghai Accord) Report, September 2006","Reports","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/trade-facilitation-shanghai-accord-report-september-2006","trade-facilitation-shanghai-accord-report-september-2006","https://www.apec.org/images/default-source/publication/2006/9/trade-facilitation-shanghai-accord-report-september-2006/313-thumb06_sccp_tf_shanghai_accord.tmb-h300.jpg?Culture=en&sfvrsn=a127e6a3_1",268,"api","trade"
2406,"Workshop on the Utilization of the Agricultural Technology Transfer and Training Networking System, September 2006","Proceedings","September 2006",2006,9,"September","2006-09","https://www.apec.org/publications/2006/09/workshop-on-the-utilization-of-the-agricultural-technology-transfer-and-training-networking-system-s","workshop-on-the-utilization-of-the-agricultural-technology-transfer-and-training-networking-system-s","https://www.apec.org/images/default-source/publication/2006/9/workshop-on-the-utilization-of-the-agricultural-technology-transfer-and-training-networking-system-s/284-thumb06_atc_utilization.tmb-h300.jpg?Culture=en&sfvrsn=94bd225c_1",268,"api","digital|agriculture"
2407,"Seminar on Networking of the Agricultural Technology Transfer and Training December 2005 - Proceedings, July 2006","Proceedings","July 2006",2006,7,"July","2006-07","https://www.apec.org/publications/2006/07/seminar-on-networking-of-the-agricultural-technology-transfer-and-training-december-2005-proceeding","seminar-on-networking-of-the-agricultural-technology-transfer-and-training-december-2005-proceeding","https://www.apec.org/images/default-source/publication/2006/7/seminar-on-networking-of-the-agricultural-technology-transfer-and-training-december-2005-proceeding/283-thumb06_atc_networking.tmb-h300.jpg?Culture=en&sfvrsn=2173633_1",268,"api","digital|agriculture"
2408,"Best Practices in Sustainable Tourism Management Initiatives for APEC Economies, July 2006","Reports","July 2006",2006,7,"July","2006-07","https://www.apec.org/publications/2006/07/best-practices-in-sustainable-tourism-management-initiatives-for-apec-economies-july-2006","best-practices-in-sustainable-tourism-management-initiatives-for-apec-economies-july-2006","https://www.apec.org/images/default-source/publication/2006/7/best-practices-in-sustainable-tourism-management-initiatives-for-apec-economies-july-2006/366-thumb06_twg_sustainabletwg.tmb-h300.jpg?Culture=en&sfvrsn=5c5bb976_1",268,"api","sustainability"
2409,"APEC for New Zealand Businesses, July 2006","Brochures","July 2006",2006,7,"July","2006-07","https://www.apec.org/publications/2006/07/apec-for-new-zealand-businesses-july-2006","apec-for-new-zealand-businesses-july-2006","https://www.apec.org/images/default-source/publication/2006/7/apec-for-new-zealand-businesses-july-2006/370-thumb06_nz_apec.tmb-h300.jpg?Culture=en&sfvrsn=671c58a2_1",268,"api",""
2410,"Potential for Growth of Natural Gas as a Clean Energy Source in APEC Developing Economies, July 2006","Reports","July 2006",2006,7,"July","2006-07","https://www.apec.org/publications/2006/07/potential-for-growth-of-natural-gas-as-a-clean-energy-source-in-apec-developing-economies-july-2006","potential-for-growth-of-natural-gas-as-a-clean-energy-source-in-apec-developing-economies-july-2006","https://www.apec.org/images/default-source/publication/2006/7/potential-for-growth-of-natural-gas-as-a-clean-energy-source-in-apec-developing-economies-july-2006/323-thumb06_ewg_gasutilizationstudy.tmb-h300.jpg?Culture=en&sfvrsn=a8a122ea_1",268,"api","energy"
2411,"Handbook on Prepackaged Goods, July 2006","Manuals","July 2006",2006,7,"July","2006-07","https://www.apec.org/publications/2006/07/handbook-on-prepackaged-goods-july-2006","handbook-on-prepackaged-goods-july-2006","https://www.apec.org/images/default-source/publication/2006/7/handbook-on-prepackaged-goods-july-2006/306-thumb06_scsc_prepackagedgoods.tmb-h300.jpg?Culture=en&sfvrsn=88cec446_1",268,"api",""
2412,"A Strategic Vision for International Cooperation on Energy Standards and Labeling: A Monograph with Commentary by International Experts, June 2006","Reports","June 2006",2006,6,"June","2006-06","https://www.apec.org/publications/2006/06/a-strategic-vision-for-international-cooperation-on-energy-standards-and-labeling-a-monograph-with-c","a-strategic-vision-for-international-cooperation-on-energy-standards-and-labeling-a-monograph-with-c","https://www.apec.org/images/default-source/publication/2006/6/a-strategic-vision-for-international-cooperation-on-energy-standards-and-labeling-a-monograph-with-c/322-thumb06_ewg_strategicvision.tmb-h300.jpg?Culture=en&sfvrsn=b8a84288_1",268,"api","energy|regulation"
2413,"Handbook on Compressed Natural Gas (CNG) Fuel Dispensers, June 2006","Manuals","June 2006",2006,6,"June","2006-06","https://www.apec.org/publications/2006/06/handbook-on-compressed-natural-gas-cng-fuel-dispensers-june-2006","handbook-on-compressed-natural-gas-cng-fuel-dispensers-june-2006","https://www.apec.org/images/default-source/publication/2006/6/handbook-on-compressed-natural-gas-cng-fuel-dispensers-june-2006/304-thumb06_scsc_cng_fueldispensers.tmb-h300.jpg?Culture=en&sfvrsn=f9040fc9_1",269,"api",""
2414,"APEC Workshop on Intellectual Property for Small and Medium Enterprises (SMEs) and Micro-enterprises","Proceedings","June 2006",2006,6,"June","2006-06","https://www.apec.org/publications/2009/08/apec-workshop-on-intellectual-property-for-small-and-medium-enterprises-smes-and-microenterprises1","apec-workshop-on-intellectual-property-for-small-and-medium-enterprises-smes-and-microenterprises1","https://www.apec.org/images/default-source/publication/2006/2/apec-workshop-on-intellectual-property-for-small-and-medium-enterprises-smes-and-microenterprises/911-covercti09-05t.tmb-h300.jpg?Culture=en&sfvrsn=10838846_1",269,"api","smes"
2415,"A Collaborative Study on Innovations for Teaching and Learning Mathematics in Different Cultures among APEC Member Economies, June 2006","Reports","June 2006",2006,6,"June","2006-06","https://www.apec.org/publications/2006/06/a-collaborative-study-on-innovations-for-teaching-and-learning-mathematics-in-different-cultures-amo","a-collaborative-study-on-innovations-for-teaching-and-learning-mathematics-in-different-cultures-amo","https://www.apec.org/images/default-source/publication/2006/6/a-collaborative-study-on-innovations-for-teaching-and-learning-mathematics-in-different-cultures-amo/330-thumb07_hrd_learn_maths.tmb-h300.jpg?Culture=en&sfvrsn=3b5fc16a_1",269,"api",""
2416,"Handbook on Electricity Meters, June 2006","Manuals","June 2006",2006,6,"June","2006-06","https://www.apec.org/publications/2006/06/handbook-on-electricity-meters-june-2006","handbook-on-electricity-meters-june-2006","https://www.apec.org/images/default-source/publication/2006/6/handbook-on-electricity-meters-june-2006/305-thumb06_scsc_electricitymeters.tmb-h300.jpg?Culture=en&sfvrsn=615687ed_1",269,"api",""
